Date,ResourceID,Service,Department,Environment,UsageAmount,Cost,Currency
2026-01-15,res-1442,CloudFront (CDN),,Prod,19.77711053919029,27.46,USD
2026-02-04,res-8109,CloudFront (CDN),Sales,Prod,45.904966514927075,26.37,USD
2026-02-19,res-3743,Lambda (Serverless),Marketing,Staging,42.16726499509967,45.32,USD
2026-01-09,res-4367,EC2 (Compute),Sales,Prod,85.63264105872949,20.92,USD
2026-03-30,res-2317,EC2 (Compute),Sales,Dev,61.65487372862815,24.29,USD
2026-03-30,res-6909,Lambda (Serverless),Data Science,Prod,68.08487388786106,18.06,USD
2026-01-18,res-5365,S3 (Storage),Marketing,Prod,17.206371536107994,35.23,USD
2026-03-22,res-9006,CloudFront (CDN),Sales,Staging,82.71457312692007,18.68,USD
2026-01-16,res-8003,RDS (Database),Engineering,Prod,93.47920785424321,29.69,USD
2026-03-23,res-1060,Lambda (Serverless),Data Science,Prod,19.883900762623927,43.74,USD
2026-02-17,res-9736,RDS (Database),Marketing,Staging,7.8366775930179635,11.54,USD
2026-02-03,res-5470,EC2 (Compute),,Prod,87.50453827048662,12.02,USD
2026-02-20,res-9908,S3 (Storage),Sales,Dev,54.395549824126775,36.22,USD
2026-02-16,res-7842,Lambda (Serverless),Data Science,Staging,0.0,147.22,USD
2026-03-30,res-5090,CloudFront (CDN),Marketing,Prod,99.66299073645962,12.51,USD
2026-02-06,res-6390,RDS (Database),,Staging,23.381074209187435,10.12,USD
2026-03-26,res-5306,Lambda (Serverless),Data Science,Prod,53.47324657135558,40.31,USD
2026-02-17,res-4546,Lambda (Serverless),Sales,Dev,3.175752793757002,14.01,USD
2026-03-14,res-5544,RDS (Database),Sales,Prod,19.919203890731133,12.21,USD
2026-03-10,res-6746,RDS (Database),Marketing,Staging,74.08206853881887,13.53,USD
2026-01-27,res-8299,RDS (Database),Engineering,Staging,99.76601737129604,3.98,USD
2026-01-02,res-6043,Lambda (Serverless),Marketing,Prod,73.10482266428366,16.45,USD
2026-03-15,res-4531,CloudFront (CDN),Marketing,Prod,1.0479227219932201,2.94,USD
2026-02-12,res-1153,EC2 (Compute),Sales,Dev,9.59260617666269,23.54,USD
2026-02-26,res-1309,CloudFront (CDN),,Prod,28.961795693379546,47.58,USD
2026-03-20,res-8565,S3 (Storage),,Dev,66.92032985488308,22.97,USD
2026-01-29,res-8665,EC2 (Compute),,Staging,24.416949831791953,46.83,USD
2026-02-27,res-1133,Lambda (Serverless),Sales,Dev,15.427554190738835,7.92,USD
2026-03-29,res-8147,CloudFront (CDN),Marketing,Dev,81.23017283665857,14.57,USD
2026-02-07,res-2278,RDS (Database),Sales,Staging,58.443343045393135,43.05,USD
2026-03-27,res-2292,CloudFront (CDN),Sales,Dev,39.71599933499763,32.36,USD
2026-01-24,res-9707,Lambda (Serverless),Engineering,Dev,78.1961369307689,11.2,USD
2026-01-01,res-1129,EC2 (Compute),,Dev,79.06048977954458,33.27,USD
2026-01-31,res-5758,EC2 (Compute),,Prod,56.46555622691713,46.79,USD
2026-03-28,res-5199,EC2 (Compute),Engineering,Dev,93.47855217744119,43.85,USD
2026-01-20,res-4380,EC2 (Compute),Engineering,Prod,4.829564743654961,44.08,USD
2026-01-02,res-2922,CloudFront (CDN),,Dev,30.014351341281877,34.51,USD
2026-03-07,res-9064,CloudFront (CDN),Marketing,Dev,43.63438320567263,23.8,USD
2026-03-02,res-1360,EC2 (Compute),Marketing,Prod,38.87164186384101,29.7,USD
2026-01-10,res-7207,S3 (Storage),Sales,Staging,26.735062562342712,44.92,USD
2026-02-18,res-4694,CloudFront (CDN),Data Science,Dev,0.0,140.69,USD
2026-01-26,res-4280,CloudFront (CDN),Data Science,Staging,27.640416930046676,45.19,USD
2026-02-10,res-3735,EC2 (Compute),Marketing,Staging,76.66457402939439,22.92,USD
2026-01-10,res-1804,S3 (Storage),Sales,Staging,95.5947080809215,49.75,USD
2026-03-29,res-2957,CloudFront (CDN),Data Science,Dev,60.9731497327258,32.9,USD
2026-02-25,res-6355,Lambda (Serverless),Engineering,Staging,31.105366827260546,15.04,USD
2026-01-05,res-6014,RDS (Database),Data Science,Staging,50.221487511877704,22.57,USD
2026-04-01,res-5409,CloudFront (CDN),Data Science,Staging,26.22601309670159,44.22,USD
2026-01-15,res-6847,RDS (Database),,Prod,71.81326918158211,41.31,USD
2026-01-31,res-2572,Lambda (Serverless),Marketing,Dev,15.332735842733232,26.12,USD
2026-03-02,res-2846,CloudFront (CDN),Sales,Dev,41.379349506520406,10.59,USD
2026-01-10,res-6508,S3 (Storage),Sales,Dev,0.0,110.82,USD
2026-03-15,res-2431,CloudFront (CDN),Engineering,Prod,68.53577744321949,12.53,USD
2026-02-21,res-4619,Lambda (Serverless),Sales,Dev,24.571292856754223,29.15,USD
2026-01-11,res-1686,CloudFront (CDN),Sales,Staging,39.18591198559182,20.22,USD
2026-03-22,res-4071,S3 (Storage),Engineering,Prod,18.710792415315915,48.07,USD
2026-01-21,res-6751,RDS (Database),Engineering,Staging,88.97991066325432,11.05,USD
2026-03-31,res-9076,EC2 (Compute),,Staging,35.532454848091746,49.99,USD
2026-02-26,res-4226,CloudFront (CDN),Sales,Dev,86.97712390716674,20.57,USD
2026-02-12,res-2490,RDS (Database),Data Science,Dev,61.037794951571364,40.77,USD
2026-02-09,res-6094,S3 (Storage),,Dev,13.258564683464307,33.24,USD
2026-01-10,res-1220,S3 (Storage),Data Science,Staging,92.68911959835192,30.94,USD
2026-01-22,res-4723,CloudFront (CDN),Data Science,Prod,15.915204233470185,33.54,USD
2026-02-08,res-9136,Lambda (Serverless),,Staging,14.905984627279855,43.02,USD
2026-01-07,res-4379,CloudFront (CDN),,Staging,97.10467388198028,30.64,USD
2026-03-12,res-6748,EC2 (Compute),Marketing,Staging,1.6421510084770872,16.69,USD
2026-03-29,res-8938,S3 (Storage),,Prod,45.34966921560341,24.49,USD
2026-01-14,res-6806,EC2 (Compute),Sales,Dev,43.29944442079474,26.08,USD
2026-02-20,res-8942,RDS (Database),Engineering,Staging,10.940563188226378,28.82,USD
2026-03-10,res-3202,CloudFront (CDN),Sales,Prod,19.923519469440514,29.82,USD
2026-03-21,res-4648,RDS (Database),Data Science,Staging,68.90835091475797,42.93,USD
2026-03-02,res-8640,S3 (Storage),Sales,Dev,58.903096535722995,20.13,USD
2026-03-22,res-3802,Lambda (Serverless),Data Science,Staging,3.717010003558952,14.07,USD
2026-02-26,res-5596,RDS (Database),Marketing,Prod,55.9925243580141,15.53,USD
2026-01-13,res-9830,RDS (Database),Marketing,Dev,7.897703640784743,13.83,USD
2026-03-23,res-6123,RDS (Database),,Prod,59.86422929737467,38.16,USD
2026-01-12,res-8952,CloudFront (CDN),,Staging,56.87739617912602,20.76,USD
2026-03-18,res-3085,S3 (Storage),Marketing,Prod,94.38874494560912,7.18,USD
2026-02-11,res-2051,EC2 (Compute),Sales,Prod,56.89662109962781,42.41,USD
2026-02-16,res-8735,CloudFront (CDN),Data Science,Dev,7.559533668240122,33.24,USD
2026-02-16,res-5991,Lambda (Serverless),Data Science,Staging,88.68156933025088,27.53,USD
2026-03-23,res-3961,CloudFront (CDN),Engineering,Dev,37.88123614340707,1.53,USD
2026-01-26,res-8787,EC2 (Compute),Marketing,Staging,20.411648454282904,12.93,USD
2026-01-03,res-9366,EC2 (Compute),,Prod,0.0,96.75,USD
2026-02-01,res-1448,S3 (Storage),Sales,Prod,28.390541269892747,11.36,USD
2026-02-03,res-2305,CloudFront (CDN),Sales,Staging,14.17091283959339,12.02,USD
2026-03-22,res-3132,EC2 (Compute),Sales,Dev,31.342256617172666,9.51,USD
2026-02-25,res-7962,EC2 (Compute),Data Science,Dev,46.67971763030191,25.82,USD
2026-02-07,res-5489,EC2 (Compute),,Dev,26.465110613308724,49.23,USD
2026-03-08,res-2534,CloudFront (CDN),Data Science,Staging,71.42633254213719,30.41,USD
2026-01-16,res-4849,EC2 (Compute),Sales,Staging,22.258034451790472,6.66,USD
2026-03-20,res-7881,EC2 (Compute),Marketing,Prod,0.0,178.71,USD
2026-01-27,res-6573,S3 (Storage),Sales,Prod,8.450164295256275,4.18,USD
2026-01-09,res-5011,Lambda (Serverless),Marketing,Staging,64.38294388307125,7.86,USD
2026-03-15,res-2562,CloudFront (CDN),,Prod,54.68258537467444,21.49,USD
2026-02-25,res-2896,RDS (Database),Data Science,Staging,24.173073833125752,28.37,USD
2026-01-05,res-8805,EC2 (Compute),Marketing,Prod,7.172073923861614,17.94,USD
2026-02-06,res-6373,Lambda (Serverless),Marketing,Staging,87.97179588550877,43.17,USD
2026-01-31,res-5732,CloudFront (CDN),Data Science,Staging,81.15682252589549,37.4,USD
2026-02-24,res-7477,EC2 (Compute),Data Science,Staging,55.89914886504181,23.13,USD
2026-03-27,res-6211,S3 (Storage),Sales,Prod,5.722718923266318,36.3,USD
2026-02-05,res-7753,EC2 (Compute),Marketing,Dev,43.928511033934136,42.89,USD
2026-03-13,res-5596,EC2 (Compute),Sales,Staging,0.0,62.85,USD
2026-03-17,res-1944,Lambda (Serverless),,Dev,15.125581638708729,19.67,USD
2026-02-27,res-4222,S3 (Storage),Engineering,Dev,66.61457267352472,37.23,USD
2026-02-14,res-8184,RDS (Database),Data Science,Dev,42.85461796988142,9.19,USD
2026-03-25,res-4530,EC2 (Compute),Data Science,Dev,23.727504370129513,34.48,USD
2026-04-01,res-7869,CloudFront (CDN),Marketing,Prod,98.06765499048977,0.7,USD
2026-01-05,res-6496,S3 (Storage),Data Science,Prod,77.80525972044288,5.54,USD
2026-03-30,res-3062,S3 (Storage),Engineering,Prod,46.20111724682961,1.29,USD
2026-01-24,res-2802,CloudFront (CDN),Marketing,Staging,83.26056696958621,5.1,USD
2026-03-21,res-5920,EC2 (Compute),Marketing,Prod,1.934289385688447,25.13,USD
2026-01-04,res-1295,Lambda (Serverless),Marketing,Dev,84.5476240970767,30.49,USD
2026-01-10,res-4909,S3 (Storage),Sales,Staging,4.8053387997681725,6.7,USD
2026-01-26,res-5951,EC2 (Compute),Engineering,Staging,11.047157297738597,22.88,USD
2026-02-15,res-9446,CloudFront (CDN),,Prod,14.981993093061996,37.06,USD
2026-02-17,res-4498,RDS (Database),Data Science,Dev,46.37447597634891,12.4,USD
2026-03-25,res-4040,EC2 (Compute),Engineering,Staging,15.296772185927475,9.9,USD
2026-02-09,res-6396,EC2 (Compute),,Prod,45.191309672596816,12.79,USD
2026-03-28,res-3859,Lambda (Serverless),Sales,Dev,51.8717414415034,39.06,USD
2026-01-17,res-3431,Lambda (Serverless),,Dev,18.175724339679768,19.1,USD
2026-03-03,res-4921,Lambda (Serverless),Engineering,Prod,16.614758029371774,43.14,USD
2026-02-14,res-4346,CloudFront (CDN),Data Science,Dev,29.764645321373184,36.34,USD
2026-01-27,res-9515,CloudFront (CDN),Sales,Staging,10.551496922928079,7.49,USD
2026-01-01,res-2631,EC2 (Compute),Sales,Staging,42.56899699042392,1.83,USD
2026-03-28,res-5940,RDS (Database),Marketing,Prod,10.852181268509407,13.97,USD
2026-01-27,res-7923,RDS (Database),Sales,Prod,8.787631007043828,45.21,USD
2026-01-03,res-1913,Lambda (Serverless),Marketing,Prod,90.17221074671954,46.32,USD
2026-02-09,res-3581,CloudFront (CDN),Marketing,Staging,89.12361591106001,5.01,USD
2026-03-23,res-9776,RDS (Database),,Staging,18.571496514445307,2.92,USD
2026-01-30,res-7643,RDS (Database),,Dev,31.401103648511633,45.29,USD
2026-03-17,res-2325,CloudFront (CDN),Marketing,Dev,88.6727879073652,30.7,USD
2026-01-18,res-4831,S3 (Storage),Marketing,Prod,43.318609135979834,49.63,USD
2026-01-31,res-8122,S3 (Storage),,Staging,20.892038886721576,13.31,USD
2026-02-07,res-8716,Lambda (Serverless),Marketing,Dev,87.82430564321739,5.08,USD
2026-02-09,res-8830,Lambda (Serverless),,Staging,93.52276124142544,40.78,USD
2026-03-10,res-4757,S3 (Storage),Engineering,Prod,0.0,141.73,USD
2026-02-22,res-3560,S3 (Storage),Engineering,Dev,35.737501052667476,49.42,USD
2026-03-29,res-7155,S3 (Storage),,Dev,91.35473481753259,0.24,USD
2026-01-14,res-2839,EC2 (Compute),Sales,Dev,25.696710710330972,25.41,USD
2026-01-21,res-1072,RDS (Database),Data Science,Prod,25.251389539036946,1.52,USD
2026-03-12,res-1445,Lambda (Serverless),,Dev,44.32618344372042,27.17,USD
2026-03-11,res-5981,Lambda (Serverless),Data Science,Staging,2.247705370588965,17.15,USD
2026-01-25,res-1059,Lambda (Serverless),Sales,Prod,32.11767244834071,11.49,USD
2026-03-07,res-1623,EC2 (Compute),Sales,Dev,65.55941943737544,1.08,USD
2026-02-09,res-3642,RDS (Database),Sales,Dev,48.54736092034496,22.01,USD
2026-02-04,res-3704,CloudFront (CDN),,Prod,12.63227766419837,29.07,USD
2026-02-01,res-3117,Lambda (Serverless),,Prod,50.85554462070361,49.35,USD
2026-01-23,res-6299,S3 (Storage),Sales,Dev,31.610733547389138,39.5,USD
2026-02-05,res-1909,S3 (Storage),Marketing,Prod,86.47657487353219,30.89,USD
2026-02-14,res-1760,S3 (Storage),Marketing,Staging,80.97939631440808,44.89,USD
2026-02-14,res-1696,CloudFront (CDN),Marketing,Staging,64.45274539995559,47.25,USD
2026-03-31,res-2424,EC2 (Compute),Data Science,Prod,97.02884829278293,15.69,USD
2026-01-05,res-2821,S3 (Storage),Marketing,Dev,26.887345062600225,23.03,USD
2026-03-02,res-4944,EC2 (Compute),Sales,Staging,56.7016269897003,3.29,USD
2026-03-04,res-1658,CloudFront (CDN),Marketing,Prod,13.50896234426683,22.16,USD
2026-01-12,res-7706,Lambda (Serverless),Sales,Dev,55.643873269131774,17.41,USD
2026-03-01,res-3188,CloudFront (CDN),Marketing,Dev,1.877750562603245,42.09,USD
2026-03-12,res-7493,Lambda (Serverless),Sales,Staging,46.74406224168196,39.63,USD
2026-02-04,res-6242,Lambda (Serverless),,Staging,90.64824211242819,4.04,USD
2026-01-15,res-9407,EC2 (Compute),,Dev,14.330870845447336,40.82,USD
2026-03-05,res-1991,Lambda (Serverless),Data Science,Staging,93.91331104554591,1.99,USD
2026-02-21,res-3485,EC2 (Compute),Data Science,Dev,31.811626368824022,44.91,USD
2026-01-04,res-6084,EC2 (Compute),Sales,Dev,78.2623209334443,4.85,USD
2026-03-31,res-9231,EC2 (Compute),Marketing,Prod,52.958302960344305,9.95,USD
2026-01-21,res-4055,RDS (Database),Data Science,Prod,24.51014244100024,10.52,USD
2026-02-16,res-8834,EC2 (Compute),Sales,Staging,76.99075993125709,7.87,USD
2026-03-19,res-7549,RDS (Database),Data Science,Staging,35.68857639049589,18.24,USD
2026-02-12,res-1404,S3 (Storage),Data Science,Dev,93.0807803435826,16.11,USD
2026-03-15,res-9015,CloudFront (CDN),Engineering,Prod,99.9274582100083,11.21,USD
2026-01-14,res-1132,CloudFront (CDN),,Staging,0.0,188.22,USD
2026-02-12,res-6218,Lambda (Serverless),Engineering,Staging,71.57182129234188,6.12,USD
2026-03-15,res-8874,EC2 (Compute),Engineering,Prod,65.13047471238426,9.85,USD
2026-01-23,res-4079,RDS (Database),Data Science,Dev,70.34346495244466,21.23,USD
2026-03-15,res-8127,RDS (Database),,Staging,81.55086433712444,7.8,USD
2026-02-08,res-6650,CloudFront (CDN),Data Science,Staging,30.10465977738086,24.8,USD
2026-03-14,res-7665,RDS (Database),Sales,Prod,51.593055682051435,18.64,USD
2026-01-01,res-3806,S3 (Storage),Engineering,Dev,3.3780768888945825,41.69,USD
2026-03-20,res-1433,CloudFront (CDN),Data Science,Dev,9.220172321010102,20.85,USD
2026-03-05,res-3036,RDS (Database),Sales,Staging,0.0,145.8,USD
2026-03-08,res-5745,S3 (Storage),Marketing,Staging,75.23217514134822,37.14,USD
2026-01-14,res-9049,EC2 (Compute),Engineering,Prod,85.7928408833688,33.14,USD
2026-02-16,res-6617,EC2 (Compute),Sales,Dev,13.880767297433561,18.75,USD
2026-03-26,res-6844,Lambda (Serverless),Marketing,Prod,13.086570071129126,40.8,USD
2026-03-25,res-1823,EC2 (Compute),Engineering,Staging,72.10783503750446,12.35,USD
2026-03-02,res-3440,S3 (Storage),,Staging,47.450056940489794,46.06,USD
2026-01-08,res-9026,Lambda (Serverless),Engineering,Staging,56.30575006769656,31.65,USD
2026-01-20,res-1157,CloudFront (CDN),Marketing,Staging,7.604573863648962,44.25,USD
2026-02-20,res-6819,Lambda (Serverless),Marketing,Dev,31.598047041546725,19.46,USD
2026-02-13,res-9990,S3 (Storage),Engineering,Dev,16.916361997890668,46.97,USD
2026-01-16,res-1333,S3 (Storage),Sales,Prod,44.873883463835924,21.73,USD
2026-01-26,res-5662,Lambda (Serverless),Sales,Staging,33.96954556408069,9.82,USD
2026-02-05,res-2964,EC2 (Compute),Sales,Dev,65.29061674288613,5.45,USD
2026-03-20,res-9697,RDS (Database),Data Science,Staging,80.4028493368204,1.14,USD
2026-01-02,res-1161,RDS (Database),Engineering,Dev,44.37810855086184,23.66,USD
2026-01-26,res-8486,CloudFront (CDN),Marketing,Dev,20.46537909954162,21.62,USD
2026-01-07,res-7736,CloudFront (CDN),Sales,Prod,6.0369168879724215,33.34,USD
2026-02-17,res-7707,S3 (Storage),Marketing,Dev,82.5103582554532,29.81,USD
2026-03-12,res-3421,CloudFront (CDN),Data Science,Dev,84.86831369779107,36.62,USD
2026-02-04,res-3771,CloudFront (CDN),,Prod,80.50078552998352,29.19,USD
2026-03-05,res-7808,S3 (Storage),Engineering,Dev,45.81034262174235,19.05,USD
2026-01-16,res-2689,CloudFront (CDN),Sales,Staging,65.37433574046791,38.98,USD
2026-01-26,res-2306,CloudFront (CDN),,Prod,39.37089988097116,41.35,USD
2026-03-11,res-3822,EC2 (Compute),Data Science,Dev,6.222426163129031,33.45,USD
2026-01-13,res-7019,EC2 (Compute),Data Science,Prod,34.62860219015825,18.94,USD
2026-03-11,res-1247,Lambda (Serverless),Engineering,Dev,40.589010550398555,33.37,USD
2026-02-05,res-7104,EC2 (Compute),Data Science,Staging,20.320892193763697,16.42,USD
2026-01-08,res-9320,Lambda (Serverless),,Prod,82.67789785077684,3.14,USD
2026-03-04,res-1693,Lambda (Serverless),Marketing,Prod,62.070560964243164,42.75,USD
2026-03-30,res-1270,RDS (Database),Sales,Dev,7.1745784475112995,49.59,USD
2026-01-29,res-7212,S3 (Storage),Data Science,Dev,30.494723505335767,16.43,USD
2026-01-17,res-1926,Lambda (Serverless),Engineering,Dev,66.78220085625979,20.04,USD
2026-01-18,res-9962,S3 (Storage),Engineering,Staging,10.330643824839667,44.46,USD
2026-01-30,res-2489,CloudFront (CDN),Data Science,Staging,56.744451000390605,43.91,USD
2026-01-03,res-8471,EC2 (Compute),Marketing,Prod,93.61371521451684,41.25,USD
2026-02-24,res-4149,Lambda (Serverless),Engineering,Staging,89.45451290271868,47.48,USD
2026-01-13,res-5846,S3 (Storage),Marketing,Staging,27.311293461532895,33.93,USD
2026-03-19,res-4906,RDS (Database),Engineering,Prod,9.087496000264512,16.4,USD
2026-03-24,res-8022,RDS (Database),Data Science,Dev,22.179050486721504,10.24,USD
2026-02-12,res-2760,RDS (Database),Engineering,Staging,40.03317592753288,35.95,USD
2026-02-13,res-8016,S3 (Storage),Marketing,Prod,30.419013655798466,42.28,USD
2026-02-13,res-6693,EC2 (Compute),Marketing,Staging,34.49296592861536,14.18,USD
